samples
"Soy un gaucho desgraciao, [SEP]  no tengo donde ampararme, [SEP]  ni un palo donde rascarme, [SEP]  ni un árbol que me cubije: [SEP]  pero ni aun esto me aflige [SEP]  porque yo sé manejarme. "
"Antes de cair al servicio, [SEP]  tenia familia y hacienda; [SEP]  cuando volví, ni la prenda [SEP]  me la habían dejao ya. [SEP]  Dios sabe en lo que vendrá [SEP]  a parar esta contienda. "
"amigazo, pa sufrir [SEP]  han nacido los varones; [SEP]  estas son las ocasiones [SEP]  de mostrarse un hombre juerte, [SEP]  hasta que venga la muerte [SEP]  y lo agarre a coscorrones. "
El andar tan despilchao [SEP]  ningún mérito me quita; [SEP]  sin ser un alma bendita [SEP]  me duelo del mal ajeno: [SEP]  soy un pastel con relleno [SEP]  que parece torta frita. 
"Tampoco me faltan males [SEP]  y desgracias, le prevengo; [SEP]  también mis desdichas tengo, [SEP]  aunque esto poco me aflige: [SEP]  yo sé hacerme el chango rengo [SEP]  cuando la cosa lo esige. "
"Y con algunos ardiles [SEP]  voy viviendo, aunque rotoso; [SEP]  a veces me hago el sarnoso [SEP]  y no tengo ni un granito, [SEP]  pero al chifle voy ganoso [SEP]  como panzón al maíz frito. "
A mí no me matan penas [SEP]  mientras tenga el cuero sano; [SEP]  venga el sol en el verano [SEP]  y la escarcha en el invierno [SEP]  ¿por qué afligirse el cristiano? 
"Hagámosle cara fiera [SEP]  a los males, compañero, [SEP]  porque el zorro más matrero [SEP]  suele cair como un chorlito; [SEP]  viene por un corderito [SEP]  y en la estaca deja el cuero. "
"Hoy tenemos que sufrir [SEP]  males que no tienen nombre, [SEP]  pero esto a nadies lo asombre [SEP]  porque ansina es el pastel, [SEP]  y tiene que dar el hombre [SEP]  mas güeltas que un carretel. "
"Yo nunca me he de entregar [SEP]  a los brazos de la muerte; [SEP]  arrastro mi triste suerte [SEP]  paso a paso y como pueda, [SEP]  que donde el débil se queda [SEP]  se suele escapar el juerte. "
"Y ricuerde cada cual [SEP]  lo que cada cual sufrió, [SEP]  que lo que es, amigo, yo, [SEP]  hago ansí la cuenta mía: [SEP]  ya lo pasado pasó; [SEP]  mañana será otro día. "
"Yo también tuve una pilcha [SEP]  que me enllenó el corazón, [SEP]  y si en aquella ocasión [SEP]  alguien me hubiera buscao, [SEP]  siguro que me había hallao [SEP]  más prendido que un botón. "
"En la güeya del querer [SEP]  no hay animal que se pierda- [SEP]  las mujeres no son lerdas, [SEP]  y todo gaucho es dotor [SEP]  si pa cantarle al amor [SEP]  tiene que templar las cuerdas. "
¡Quién es de una alma tan dura [SEP]  que no quiera una mujer! [SEP]  Lo alivia en su padecer: [SEP]  si no sale calavera [SEP]  es la mejor compañera [SEP]  que el hombre puede tener. 
"Si es güena, no lo abandona [SEP]  cuando lo ve desgraciao, [SEP]  lo asiste con su cuidao, [SEP]  y con afán cariñoso, [SEP]  y usté tal vez ni un rebozo [SEP]  ni una pollera le ha dao. "
"¡Grandemente lo pasaba [SEP]  con aquella prenda mía, [SEP]  viviendo con alegría [SEP]  como la mosca en la miel! [SEP]  ¡Amigo, qué tiempo aquel! [SEP]  ¡La pucha, que la quería! "
Era la águila que a un árbol [SEP]  dende las nubes bajó; [SEP]  era más linda que el alba [SEP]  cuando va rayando el sol; [SEP]  era la flor deliciosa [SEP]  que entre el trebolar creció. 
"Pero, amigo, el comendante [SEP]  que mandaba la milicia, [SEP]  como que no desperdicia [SEP]  se fue refalando a casa; [SEP]  yo le conocí en la traza [SEP]  que el hombre traiba malicia. "
"Él me daba voz de amigo, [SEP]  pero no le tenía fe; [SEP]  era el jefe, y ya se ve, [SEP]  no podía competir yo; [SEP]  en mi rancho se pegó [SEP]  lo mesmo que un saguaipé. "
"A poco andar, conocí [SEP]  que ya me había desbancao, [SEP]  y él siempre muy entonao, [SEP]  aunque sin darme ni un cobre, [SEP]  me tenía de lao a lao [SEP]  como encomienda de pobre. "
"A cada rato, de chasque [SEP]  me hacía dir a gran distancia; [SEP]  ya me mandaba a una estancia, [SEP]  ya al pueblo, ya a la frontera; [SEP]  pero él en la comendancia [SEP]  no ponía los pies siquiera. "
"Es triste a no poder más [SEP]  el hombre en su padecer, [SEP]  si no tiene una mujer [SEP]  que lo ampare y lo consuele: [SEP]  mas pa que otro se la pele [SEP]  lo mejor es no tener. "
"No me gusta que otro gallo [SEP]  le cacaree a mi gallina; [SEP]  yo andaba ya con la espina, [SEP]  hasta que en una ocasión [SEP]  lo pille junto al jogón [SEP]  abrazándome a la china. "
"Tenía el viejito una cara [SEP]  de ternero mal lamido, [SEP]  y al verle tan atrevido [SEP]  le dije: ¡que le aproveche!- [SEP]  Que había sido pa el amor [SEP]  como gaucho pa la leche. "
"Peló la espalda y se vino [SEP]  como a quererme ensartar, [SEP]  pero yo sin tutubiar [SEP]  le volví al punto a decir: [SEP]  ¡cuidado!, No te vas a per-tigo; [SEP]  poné cuarta pa salir. "
"Un puntazo me largó, [SEP]  pero el cuerpo le saqué, [SEP]  y en cuanto se lo quité, [SEP]  para no matar un viejo, [SEP]  con cuidado, medio de lejos [SEP]  un palazo le asenté. "
"Y como nunca al que manda [SEP]  le falta algún adulón, [SEP]  uno que en esa ocasión [SEP]  se encontraba allí presente, [SEP]  vino apretando los dientes [SEP]  como perrito mamón. "
"Me hizo un tiro de revuélver [SEP]  que el hombre creyó siguro; [SEP]  era confiado y le juro [SEP]  que cerquita se arrimaba, [SEP]  pero, siempre en un apuro [SEP]  se desentumen mis tabas. "
"Él me siguió menudiando [SEP]  mas sin poderme acertar, [SEP]  y yo, dele culebriar, [SEP]  hasta que al fin le dentré [SEP]  y ahi no más lo despaché [SEP]  sin dejarlo resollar. "
Dentré a campiar en seguida [SEP]  al viejito enamorao- [SEP]  el pobre se había ganao [SEP]  en un noque de lejía. [SEP]  ¡Quién sabe cómo estaría [SEP]  del susto que había llevao! 
"¡Es zonzo el cristiano macho [SEP]  cuando el amor lo domina! [SEP]  Él la miraba a la indina, [SEP]  y una cosa tan jedionda [SEP]  sentí yo, que ni en la fonda [SEP]  he visto tal jedentina "
"Y le dije: pa su agüela [SEP]  han de ser esas perdices. [SEP]  Yo me tapé las narices, [SEP]  y me salí esternudando, [SEP]  y el viejo quedó olfatiando [SEP]  como chico con lumbrices. "
"Cuando la mula recula, [SEP]  señal que quiere cociar, [SEP]  ansí se suele portar [SEP]  aunque ella lo disimula; [SEP]  recula como la mula [SEP]  la mujer, para olvidar. "
"Alcé mis ponchos y mis prendas [SEP]  y me largué a padecer [SEP]  por culpa de una mujer [SEP]  que quiso engañar a dos; [SEP]  al rancho le dije adiós, [SEP]  para nunca más volver. "
"Las mujeres, dende entonces, [SEP]  conocí a todas en una; [SEP]  ya no he de probar fortuna [SEP]  con carta tan conocida: [SEP]  mujer y perra parida, [SEP]  ¡no se me acerca ninguna!. "
"a otros les brotan las coplas [SEP]  como agua de manantial; [SEP]  pues a mí me pasa igual; [SEP]  aunque las mías nada valen, [SEP]  de la boca se me salen [SEP]  como ovejas de corral. "
"Que en puertiando la primera, [SEP]  ya la siguen los demás, [SEP]  y en montones las de atrás [SEP]  contra los palos se estrellan, [SEP]  y saltan y se atropellan [SEP]  sin que se corten jamás. "
"Y aunque yo por mi inorancia [SEP]  con gran trabajo me esplico, [SEP]  cuando llego a abrir el pico, [SEP]  tengaló por cosa cierta, [SEP]  sale un verso y en la puerta [SEP]  ya asoma el otro el hocico. "
"Y emprésteme su atención; [SEP]  me oirá relatar las penas [SEP]  de que traigo la alma llena; [SEP]  porque en toda circustancia, [SEP]  paga el gaucho su inorancia [SEP]  con la sangre de sus venas. "
"Después de aquella desgracia [SEP]  me refugié en los pajales; [SEP]  anduve entre los cardales [SEP]  como bicho sin guarida; [SEP]  pero, amigo, es esa vida [SEP]  como vida de animales. "
"Y son tantas las miserias [SEP]  en que me he salido ver, [SEP]  que con tanto padecer [SEP]  y sufrir tanta aflición, [SEP]  malicio que he de tener [SEP]  un callo en el corazón. "
"Ansí andaba como guacho [SEP]  cuando pasa el temporal; [SEP]  supe una vez por mi mal [SEP]  de una milonga que había, [SEP]  y ya pa la pulpería [SEP]  enderecé mi bagual. "
"Era la casa del baile [SEP]  un rancho de mala muerte, [SEP]  y se enllenó de tal suerte [SEP]  que andábamos a empujones: [SEP]  nunca faltan encontrones [SEP]  cuando un pobre se divierte. "
Yo tenía unas medias botas [SEP]  con tamaños verdugones; [SEP]  me pusieron los talones [SEP]  con crestas como gallos: [SEP]  ¡si viera mis afliciones [SEP]  pensando yo que eran callos! 
"Con gato y con fandanguillo [SEP]  había empezado el changango, [SEP]  y para ver el fandango [SEP]  me colé haciendomé bola, [SEP]  mas metió el diablo la cola, [SEP]  y todo se volvió pango. "
"Había sido el guitarrero [SEP]  un gaucho duro de boca: [SEP]  yo tengo paciencia poca [SEP]  pa aguantar cuando no debo; [SEP]  a ninguno me le atrevo, [SEP]  pero me halla el que me toca. [SEP]  A bailar un pericón [SEP]  con una moza salí, [SEP]  y cuanto me vido allí [SEP]  sin duda me conoció; [SEP]  y estas coplitas cantó [SEP]  como por raírse de mí: "
"las mujeres son todas [SEP]  como las mulas; [SEP]  yo no digo que todas, [SEP]  pero hay algunas [SEP]  que a las aves que vuelan [SEP]  les sacan plumas. "
"Hay gauchos que presumen [SEP]  de tener damas; [SEP]  no digo que presumen, [SEP]  pero se alaban, [SEP]  y a lo mejor los dejan [SEP]  tocando tablas. "
"Se secretiaron las hembras, [SEP]  y yo ya me encocoré; [SEP]  volié la anca y le grité: [SEP]  ¡dejá de cantar- chicharra! [SEP]  Y de un tajo a la guitarra [SEP]  tuitas las cuerdas corté. "
"Al punto salió de adentro [SEP]  un gringo con un jusil; [SEP]  pero nunca he sido vil, [SEP]  poco el peligro me espanta; [SEP]  yo me refalé la manta [SEP]  y la eché sobre el candil. "
"Gané en seguida la puerta [SEP]  gritando: ¡nadies me ataje! [SEP]  Y alborotado el hembraje, [SEP]  lo que todo quedo escuro, [SEP]  empezó a verse en apuro [SEP]  mesturao con el gauchaje. "
"El primero que salió [SEP]  fue el cantor, y se me vino; [SEP]  pero yo no pierdo el tino [SEP]  aunque haiga tomao un trago, [SEP]  y hay algunos por mi pago [SEP]  que me tienen por ladino. "
"No ha de haber achocao otro: [SEP]  le salió cara la broma; [SEP]  a su amigo cuando toma [SEP]  se le despeja el sentido, [SEP]  y el pobrecito había sido [SEP]  como carne de paloma. "
Para prestar un socorro [SEP]  las mujeres no son lerdas: [SEP]  antes que la sangre pierda [SEP]  lo arrimaron a unas pipas; [SEP]  ahi lo dejé con las tripas [SEP]  como pa que hiciera cuerdas. 
"Monté y me largué a los campos [SEP]  más libre que el pensamiento, [SEP]  como las nubes al viento [SEP]  a vivir sin paradero, [SEP]  que no tiene el que es matrero [SEP]  nido, ni rancho, ni asiento. "
"No hay juerza contra el destino [SEP]  que le ha señalao el cielo, [SEP]  y aunque no tenga consuelo, [SEP]  ¡aguante el que está en trabajo! [SEP]  ¡Nadies se rasca pa abajo, [SEP]  ni se lonjea contra el pelo! "
Con el gaucho desgraciao [SEP]  no hay uno que no se entone [SEP]  ¡la menor falta lo espone [SEP]  a andar con los avestruces [SEP]  faltan otros con más luces [SEP]  y siempre hay quien los perdone. 
Yo no sé qué tantos meses [SEP]  esta vida me duró; [SEP]  a veces nos obligó [SEP]  la miseria a comer potro: [SEP]  me había acompañao con otros [SEP]  tan desgraciaos como yo 
"Mas ¿para qué platicar [SEP]  sobre esos males, canejos? [SEP]  Nace el gaucho y se hace viejo, [SEP]  sin que mejore su suerte, [SEP]  hasta que por ahi la muerte [SEP]  sale a cobrarle el pellejo. "
"Pero como no hay desgracia [SEP]  que no acabe alguna vez, [SEP]  me aconteció que después [SEP]  de sufrir tanto rigor, [SEP]  un amigo, por favor, [SEP]  me compuso con el juez. "
"Le alvertiré que en mi pago [SEP]  ya no va quedando un criollo: [SEP]  se los ha tragao el hoyo, [SEP]  o juido o muerto en la guerra; [SEP]  porque, amigo, en esta tierra [SEP]  nunca se acaba el embrollo. "
"Colijo que jué por eso [SEP]  que me llamó el juez un día, [SEP]  y me dijo que quería [SEP]  hacerme a su lao venir, [SEP]  y que dentrase a servir [SEP]  de soldao de polecía. "
"Y me largó una proclama [SEP]  tratándome de valiente; [SEP]  que yo era un hombre decente, [SEP]  y que dende aquel momento [SEP]  me nombraba de sargento [SEP]  pa que mandara la gente. "
"Ansí estuve en la partida, [SEP]  pero ¿qué había de mandar? [SEP]  Anoche al irlo a tomar [SEP]  vide güena coyontura, [SEP]  y a mí no me gusta andar [SEP]  con la lata a la cintura. "
"Ya conoce, pues, quién soy; [SEP]  tenga confianza conmigo: [SEP]  Cruz le dio mano de amigo, [SEP]  y no lo ha de abandonar; [SEP]  juntos podemos buscar [SEP]  pa los dos un mesmo abrigo. "
"Andaremos de matreros [SEP]  si es preciso pa salvar; [SEP]  nunca nos ha de faltar [SEP]  ni un güen pingo pa juir, [SEP]  ni un pajal ande dormir, [SEP]  ni un matambre que ensartar. "
"Y cuando sin trapo alguno [SEP]  nos haiga el tiempo dejao, [SEP]  yo le pediré emprestao [SEP]  el cuero a cualquiera lobo, [SEP]  y hago un poncho, si lo sobo, [SEP]  mejor que poncho engomao. "
Para mí la cola es pecho [SEP]  y el espinazo es cadera [SEP]  hago mi nido ande quiera [SEP]  y de lo que encuentro como; [SEP]  me echo tierra sobre el lomo [SEP]  y me apeo en cualquier tranquera. 
"Y dejo rodar la bola, [SEP]  que algún día se ha de parar- [SEP]  tiene el gaucho que aguantar [SEP]  hasta que lo trague el hoyo, [SEP]  o hasta que venga algún criollo [SEP]  en esta tierra a mandar. "
"Todos se güelven proyetos [SEP]  de colonias y carriles, [SEP]  y tirar la plata a miles [SEP]  en los gringos enganchaos, [SEP]  mientras al pobre soldao [SEP]  le pelan la cucha- ¡ah, viles! "
"Pero si siguen las cosas [SEP]  como van hasta el presente, [SEP]  puede ser que redepente [SEP]  veamos el campo disierto, [SEP]  y blanquiando solamente [SEP]  los güesos de los que han muerto. "
"Lo miran al pobre gaucho [SEP]  como carne de cogote: [SEP]  lo tratan al estricote [SEP]  y si ansí las cosas andan, [SEP]  porque quieren los que mandan, [SEP]  aguantemos los azotes. "
"¡Pucha! Si usté los oyera, [SEP]  como yo en una ocasión [SEP]  tuita la conversación [SEP]  que con otro tuvo el juez; [SEP]  le asiguro que esa vez [SEP]  se me achicó el corazón. "
"Hablaban de hacerse ricos [SEP]  con campos en la fronteras, [SEP]  de sacarla más ajuera, [SEP]  donde había campos baldidos [SEP]  y llevar de los partidos [SEP]  gente que la defendiera. "
"Hace mucho que sufrimos [SEP]  la suerte reculativa [SEP]  trabaja el gaucho y no arriba [SEP]  porque a lo mejor del caso, [SEP]  lo levantan de un sogazo [SEP]  sin dejarle ni saliva. "
"De los males que sufrimos [SEP]  hablan mucho los puebleros, [SEP]  pero hacen como los teros [SEP]  para esconder sus niditos: [SEP]  en un lao pegan los gritos [SEP]  y en otro tienen los güevos. "
"Y se hacen los que no aciertan [SEP]  a dar con la coyontura: [SEP]  mientras al gaucho lo apura [SEP]  con rigor la autoridá, [SEP]  ellos a la enfermedá [SEP]  le están errando la cura. "
XIII. A los indios me refalo 
"ya veo que somos los dos [SEP]  astillas del mesmo palo: [SEP]  yo paso por gaucho malo [SEP]  y usté anda del mesmo modo; [SEP]  y yo, pa acabarlo todo, [SEP]  a los indios me refalo. "
"Pido perdón a mi Dios [SEP]  que tantos bienes me hizo, [SEP]  pero dende que es preciso [SEP]  que viva entre los infeles, [SEP]  yo seré cruel con los crueles: [SEP]  ansí mi suerte lo quiso. "
"Dios formó lindas las flores, [SEP]  delicadas como son; [SEP]  le dio toda perfeción [SEP]  y cuanto él era capaz, [SEP]  pero al hombre le dio más [SEP]  cuando le dio el corazón. "
"Le dio claridá a la luz, [SEP]  juerza en su carrera al viento, [SEP]  le dio vida y movimiento [SEP]  dende la águila al gusano; [SEP]  pero más le dio al cristiano [SEP]  al darle el entendimiento. "
"Y aunque a las aves les dio, [SEP]  con otras cosas que inoro, [SEP]  esos piquitos como oro [SEP]  y un plumaje como tabla [SEP]  le dio al hombre más tesoro [SEP]  al darle una lengua que habla. "
"Y dende que dio a las fieras [SEP]  esa juria tan inmensa, [SEP]  que no hay poder que las venza [SEP]  ni nada que las asombre, [SEP]  ¿qué menos le daría al hombre [SEP]  que el valor pa su defensa? "
"Pero tantos bienes juntos [SEP]  al darle, malicio yo [SEP]  que en sus adentros pensó [SEP]  que el hombre los precisaba [SEP]  que los bienes igualaba [SEP]  con las penas que le dio. "
"Y yo empujao por las mías [SEP]  quiero salir de este infierno: [SEP]  ya no soy pichón muy tierno [SEP]  y sé manejar la lanza, [SEP]  y hasta los indios no alcanza [SEP]  la facultá de gobierno "
"yo sé que allá los caciques [SEP]  amparan a los cristianos, [SEP]  y que los tratan de [SEP]  cuando se van por su gusto. [SEP]  ¡A qué andar pasando sustos-! [SEP]  Alcemos el poncho y vamos. "
"En la cruzada hay peligros, [SEP]  pero ni aun esto me aterra: [SEP]  yo ruedo sobre la tierra [SEP]  arrastrao por mi destino; [SEP]  y si erramos el camino- [SEP]  no es el primero que lo erra. "
"Si hemos de salvar o no, [SEP]  de esto naides nos responde; [SEP]  derecho ande el sol se esconde [SEP]  tierra adentro hay que tirar; [SEP]  algún día hemos de llegar- [SEP]  después sabremos a dónde. "
No hemos de perder el rumbo: [SEP]  los dos somos güena yunta. [SEP]  El que es gaucho ve ande apunta [SEP]  aunque inora ande se encuentra; [SEP]  pa el lao en que el sol se dentra [SEP]  dueblan los pastos la punta. 
"De hambre no pereceremos, [SEP]  pues, sigún otros me han dicho, [SEP]  en los campos se hallan bichos [SEP]  de los que uno necesita- [SEP]  gamas, matacos, mulitas [SEP]  avestruces y quirquinchos. "
"Cuando se anda en el desierto [SEP]  se come uno hasta las colas; [SEP]  lo han cruzao mujeres solas [SEP]  llegando al fin con salú, [SEP]  y ha de ser gaucho el ñandú [SEP]  que se escape de mis bolas. "
"Tampoco a la sé le temo; [SEP]  yo la aguanto muy contento; [SEP]  busco agua olfatiando el viento [SEP]  y, dende que no soy manco, [SEP]  ande hay duraznillo blanco [SEP]  cavo, y la saco al momento. "
Allá habrá siguridá [SEP]  ya que aquí no la tenemos; [SEP]  menos males pasaremos [SEP]  y ha de haber grande alegría [SEP]  el día que nos descolguemos [SEP]  en alguna toldería. 
"Fabricaremos un toldo, [SEP]  como lo hacen tantos otros, [SEP]  con unos cueros de potro, [SEP]  que sea sala y sea cocina. [SEP]  ¡Tal vez no falte una china [SEP]  que se apiade de nosotros! "
"Allá no hay que trabajar, [SEP]  vive uno como un señor; [SEP]  de cuando en cuando un malón, [SEP]  y si de él sale con vida, [SEP]  lo pasa echao panza arriba [SEP]  mirando dar güelta el sol "
"Y ya que a juerza de golpes [SEP]  la suerte nos dejó aflús [SEP]  puede que allá veamos luz [SEP]  y se acaben nuestras penas: [SEP]  todas las tierras son güenas; [SEP]  vamonós, amigo Cruz. "
"El que maneja las bolas, [SEP]  el que sabe echar un pial [SEP]  y sentársele a un bagual [SEP]  sin miedo de que lo baje, [SEP]  entre los mesmos salvajes [SEP]  no puede pasarlo mal. "
"El amor como la guerra [SEP]  lo hace el criollo con canciones; [SEP]  a más de eso en los malones [SEP]  podemos aviarnos de algo; [SEP]  en fin amigo, yo salgo [SEP]  de estas pelegrinaciones. "
"En este punto el cantor [SEP]  buscó un porrón pa consuelo, [SEP]  echó un trago como un cielo, [SEP]  dando fin a su argumento; [SEP]  y de un golpe el instrumento [SEP]  lo hizo astillas contra el suelo. "
"Ruempo, dijo, la guitarra, [SEP]  pa no volverme a tentar; [SEP]  ninguno la ha de tocar, [SEP]  por siguro tengaló; [SEP]  pues naides ha de cantar [SEP]  cuando este gaucho cantó. "
"Y daré fin a mis coplas [SEP]  con aire de relación; [SEP]  nunca falta un preguntón [SEP]  más curioso que mujer, [SEP]  y tal vez quiera saber [SEP]  como jué la conclusión. "
"Cruz y Fierro de una estancia [SEP]  una tropilla se arriaron; [SEP]  por delante se la echaron [SEP]  como criollos entendidos, [SEP]  y pronto sin ser sentidos [SEP]  por la frontera cruzaron. "
"Y cuando la habían pasao, [SEP]  una madrugada clara [SEP]  le dijo Cruz que mirara [SEP]  las últimas poblaciones, [SEP]  y a Fierro dos lagrimones [SEP]  le rodaron por la cara. "
"Y siguiendo el fiel del rumbo [SEP]  se entraron en el desierto, [SEP]  no sé si los habrán muerto [SEP]  en alguna correría, [SEP]  pero espero que algún día [SEP]  sabré de ellos algo cierto. "
"Y ya con estas noticias [SEP]  mi relación acabé; [SEP]  por ser ciertas las conté, [SEP]  todas la desgracias dichas: [SEP]  es un telar de desdichas [SEP]  cada gaucho que usté ve. "
"Pero ponga su esperanza [SEP]  en el Dios que lo formó; [SEP]  y aquí me despido yo [SEP]  que he relatao a mi modo [SEP]  MALES QUE CONOCEN TODOS, [SEP]  PERO QUE NAIDES CONTÓ. "
